id,full_name,url,forks_count,stargazers_count,watchers_count,language,open_issues_count,issues_url,issue_events_url,issue_comment_url
121081768,komeiji-satori/Dress,https://api.github.com/repos/komeiji-satori/Dress,974,7311,7311,Ruby,34,https://api.github.com/repos/komeiji-satori/Dress/issues{/number},https://api.github.com/repos/komeiji-satori/Dress/issues/events{/number},https://api.github.com/repos/komeiji-satori/Dress/issues/comments{/number}
451035,plataformatec/simple_form,https://api.github.com/repos/plataformatec/simple_form,1208,7297,7297,Ruby,11,https://api.github.com/repos/plataformatec/simple_form/issues{/number},https://api.github.com/repos/plataformatec/simple_form/issues/events{/number},https://api.github.com/repos/plataformatec/simple_form/issues/comments{/number}
810796,sferik/rails_admin,https://api.github.com/repos/sferik/rails_admin,2073,7020,7020,Ruby,424,https://api.github.com/repos/sferik/rails_admin/issues{/number},https://api.github.com/repos/sferik/rails_admin/issues/events{/number},https://api.github.com/repos/sferik/rails_admin/issues/comments{/number}
15435,Shopify/liquid,https://api.github.com/repos/Shopify/liquid,907,6943,6943,Ruby,136,https://api.github.com/repos/Shopify/liquid/issues{/number},https://api.github.com/repos/Shopify/liquid/issues/events{/number},https://api.github.com/repos/Shopify/liquid/issues/comments{/number}
587311,omniauth/omniauth,https://api.github.com/repos/omniauth/omniauth,863,6798,6798,Ruby,74,https://api.github.com/repos/omniauth/omniauth/issues{/number},https://api.github.com/repos/omniauth/omniauth/issues/events{/number},https://api.github.com/repos/omniauth/omniauth/issues/comments{/number}
1725199,github/linguist,https://api.github.com/repos/github/linguist,2375,6505,6505,Ruby,52,https://api.github.com/repos/github/linguist/issues{/number},https://api.github.com/repos/github/linguist/issues/events{/number},https://api.github.com/repos/github/linguist/issues/comments{/number}
7066560,BetterErrors/better_errors,https://api.github.com/repos/BetterErrors/better_errors,428,6480,6480,Ruby,56,https://api.github.com/repos/BetterErrors/better_errors/issues{/number},https://api.github.com/repos/BetterErrors/better_errors/issues/events{/number},https://api.github.com/repos/BetterErrors/better_errors/issues/comments{/number}
261943,middleman/middleman,https://api.github.com/repos/middleman/middleman,686,6411,6411,Ruby,125,https://api.github.com/repos/middleman/middleman/issues{/number},https://api.github.com/repos/middleman/middleman/issues/events{/number},https://api.github.com/repos/middleman/middleman/issues/comments{/number}
6529205,varvet/pundit,https://api.github.com/repos/varvet/pundit,486,6396,6396,Ruby,17,https://api.github.com/repos/varvet/pundit/issues{/number},https://api.github.com/repos/varvet/pundit/issues/events{/number},https://api.github.com/repos/varvet/pundit/issues/comments{/number}
21829,thoughtbot/factory_bot,https://api.github.com/repos/thoughtbot/factory_bot,1718,6318,6318,Ruby,19,https://api.github.com/repos/thoughtbot/factory_bot/issues{/number},https://api.github.com/repos/thoughtbot/factory_bot/issues/events{/number},https://api.github.com/repos/thoughtbot/factory_bot/issues/comments{/number}
375388,ryanb/cancan,https://api.github.com/repos/ryanb/cancan,838,6295,6295,Ruby,257,https://api.github.com/repos/ryanb/cancan/issues{/number},https://api.github.com/repos/ryanb/cancan/issues/events{/number},https://api.github.com/repos/ryanb/cancan/issues/comments{/number}
2798959,skwp/dotfiles,https://api.github.com/repos/skwp/dotfiles,1398,6176,6176,Ruby,18,https://api.github.com/repos/skwp/dotfiles/issues{/number},https://api.github.com/repos/skwp/dotfiles/issues/events{/number},https://api.github.com/repos/skwp/dotfiles/issues/comments{/number}
19290579,venmo/synx,https://api.github.com/repos/venmo/synx,285,5900,5900,Ruby,56,https://api.github.com/repos/venmo/synx/issues{/number},https://api.github.com/repos/venmo/synx/issues/events{/number},https://api.github.com/repos/venmo/synx/issues/comments{/number}
261335,progit/progit,https://api.github.com/repos/progit/progit,2504,5878,5878,Ruby,23,https://api.github.com/repos/progit/progit/issues{/number},https://api.github.com/repos/progit/progit/issues/events{/number},https://api.github.com/repos/progit/progit/issues/comments{/number}
20552964,realm/jazzy,https://api.github.com/repos/realm/jazzy,326,5815,5815,Ruby,129,https://api.github.com/repos/realm/jazzy/issues{/number},https://api.github.com/repos/realm/jazzy/issues/events{/number},https://api.github.com/repos/realm/jazzy/issues/comments{/number}
812610,guard/guard,https://api.github.com/repos/guard/guard,485,5699,5699,Ruby,63,https://api.github.com/repos/guard/guard/issues{/number},https://api.github.com/repos/guard/guard/issues/events{/number},https://api.github.com/repos/guard/guard/issues/comments{/number}
108278,chef/chef,https://api.github.com/repos/chef/chef,2296,5676,5676,Ruby,575,https://api.github.com/repos/chef/chef/issues{/number},https://api.github.com/repos/chef/chef/issues/events{/number},https://api.github.com/repos/chef/chef/issues/comments{/number}
2441517,puma/puma,https://api.github.com/repos/puma/puma,932,5605,5605,Ruby,127,https://api.github.com/repos/puma/puma/issues{/number},https://api.github.com/repos/puma/puma/issues/events{/number},https://api.github.com/repos/puma/puma/issues/comments{/number}
1145832,pry/pry,https://api.github.com/repos/pry/pry,499,5524,5524,Ruby,152,https://api.github.com/repos/pry/pry/issues{/number},https://api.github.com/repos/pry/pry/issues/events{/number},https://api.github.com/repos/pry/pry/issues/comments{/number}
277089,flyerhzm/bullet,https://api.github.com/repos/flyerhzm/bullet,290,5447,5447,Ruby,60,https://api.github.com/repos/flyerhzm/bullet/issues{/number},https://api.github.com/repos/flyerhzm/bullet/issues/events{/number},https://api.github.com/repos/flyerhzm/bullet/issues/comments{/number}
211588,paper-trail-gem/paper_trail,https://api.github.com/repos/paper-trail-gem/paper_trail,723,5401,5401,Ruby,1,https://api.github.com/repos/paper-trail-gem/paper_trail/issues{/number},https://api.github.com/repos/paper-trail-gem/paper_trail/issues/events{/number},https://api.github.com/repos/paper-trail-gem/paper_trail/issues/comments{/number}
52855516,Homebrew/homebrew-core,https://api.github.com/repos/Homebrew/homebrew-core,5885,5375,5375,Ruby,116,https://api.github.com/repos/Homebrew/homebrew-core/issues{/number},https://api.github.com/repos/Homebrew/homebrew-core/issues/events{/number},https://api.github.com/repos/Homebrew/homebrew-core/issues/comments{/number}
176780,alexreisner/geocoder,https://api.github.com/repos/alexreisner/geocoder,1044,5374,5374,Ruby,34,https://api.github.com/repos/alexreisner/geocoder/issues{/number},https://api.github.com/repos/alexreisner/geocoder/issues/events{/number},https://api.github.com/repos/alexreisner/geocoder/issues/comments{/number}
1227,mislav/will_paginate,https://api.github.com/repos/mislav/will_paginate,870,5354,5354,Ruby,136,https://api.github.com/repos/mislav/will_paginate/issues{/number},https://api.github.com/repos/mislav/will_paginate/issues/events{/number},https://api.github.com/repos/mislav/will_paginate/issues/comments{/number}
3748229,rails-api/rails-api,https://api.github.com/repos/rails-api/rails-api,292,5270,5270,Ruby,14,https://api.github.com/repos/rails-api/rails-api/issues{/number},https://api.github.com/repos/rails-api/rails-api/issues/events{/number},https://api.github.com/repos/rails-api/rails-api/issues/comments{/number}
26018608,github-changelog-generator/github-changelog-generator,https://api.github.com/repos/github-changelog-generator/github-changelog-generator,544,5233,5233,Ruby,98,https://api.github.com/repos/github-changelog-generator/github-changelog-generator/issues{/number},https://api.github.com/repos/github-changelog-generator/github-changelog-generator/issues/events{/number},https://api.github.com/repos/github-changelog-generator/github-changelog-generator/issues/comments{/number}
865250,presidentbeef/brakeman,https://api.github.com/repos/presidentbeef/brakeman,530,5220,5220,Ruby,58,https://api.github.com/repos/presidentbeef/brakeman/issues{/number},https://api.github.com/repos/presidentbeef/brakeman/issues/events{/number},https://api.github.com/repos/presidentbeef/brakeman/issues/comments{/number}
910744,puppetlabs/puppet,https://api.github.com/repos/puppetlabs/puppet,2068,5212,5212,Ruby,39,https://api.github.com/repos/puppetlabs/puppet/issues{/number},https://api.github.com/repos/puppetlabs/puppet/issues/events{/number},https://api.github.com/repos/puppetlabs/puppet/issues/comments{/number}
10750276,square/maximum-awesome,https://api.github.com/repos/square/maximum-awesome,966,5178,5178,Ruby,34,https://api.github.com/repos/square/maximum-awesome/issues{/number},https://api.github.com/repos/square/maximum-awesome/issues/events{/number},https://api.github.com/repos/square/maximum-awesome/issues/comments{/number}
10865,norman/friendly_id,https://api.github.com/repos/norman/friendly_id,538,5143,5143,Ruby,72,https://api.github.com/repos/norman/friendly_id/issues{/number},https://api.github.com/repos/norman/friendly_id/issues/events{/number},https://api.github.com/repos/norman/friendly_id/issues/comments{/number}
